Description,Features,Keywords,Parent_sku,Sku,Specs,Title,Variations,Warning,file_urls,image_name,image_urls,images
The DEWALT Reinforcer Safety Glass provides an ergonomically-position handgrip pattern on the temple for a secure grip.,,,products-dewalt-dpg58-reinforcer--safety-glass,,,DEWALT DPG58 Reinforcer Safety Glass,"['dpg58-1d','dpg58-6d','dpg58-11d','dpg58-2d']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT DPG58 Reinforcer Safety Glass,https://images.salsify.com/image/upload/s--HjFMGhMd--/w_636%2Cq_65/fl_attachment/l1ndlpktddhnuzqas8na.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--HjFMGhMd--/w_636%2Cq_65/fl_attachment/l1ndlpktddhnuzqas8na.jpg', 'path': 'DEWALT DPG58 Reinforcer Safety Glass.jpg', 'checksum': '76d6d05828b3c2357ab0a770d55fdfc4', 'status': 'downloaded'}]"
The DEWALT Protector Safety Glass has a streamlined design that is perfect protective eyewear for both men and women.,,,products-dewalt-dpg54-protector--safety-glass,,,DEWALT DPG54 Protector Safety Glass,"['dpg54-9d','dpg54-11d','dpg54-1d','dpg54-2d']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT DPG54 Protector Safety Glass,https://images.salsify.com/image/upload/s--DEUI0RAl--/w_636%2Cq_65/fl_attachment/fos2tgzvhfnrx0oprlph.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--DEUI0RAl--/w_636%2Cq_65/fl_attachment/fos2tgzvhfnrx0oprlph.jpg', 'path': 'DEWALT DPG54 Protector Safety Glass.jpg', 'checksum': '19547dfc4e858b7989c47cc5a95d840c', 'status': 'downloaded'}]"
"The DeWALT Contractor Pro offers a lightweight design with rubber-tipped temples for a secure, comfortable fit.",,,products-dewalt-dpg52-contractor-pro--safety-glass,,,DEWALT DPG52 Contractor Pro Safety Glass,"['dpg52-11d','dpg52-1d','dpg52-bd','dpg52-9d','dpg52-2d','dpg52-6d']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT DPG52 Contractor Pro Safety Glass,https://images.salsify.com/image/upload/s--fUI_Te2c--/w_636%2Cq_65/fl_attachment/ku6u6xy2su9df64jdufp.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--fUI_Te2c--/w_636%2Cq_65/fl_attachment/ku6u6xy2su9df64jdufp.jpg', 'path': 'DEWALT DPG52 Contractor Pro Safety Glass.jpg', 'checksum': 'b9b597af322b725267df53d0c395f196', 'status': 'downloaded'}]"
The DEWALT Radius safety glass offers a 10 base curve lens which provides maximum coverage and protection.,,,products-dewalt-dpg51-radius--safety-glass,,,DEWALT DPG51 Radius Safety Glass,"['dpg51-6d','dpg51-1d','dpg51-2d','dpg51-9d']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT DPG51 Radius Safety Glass,https://images.salsify.com/image/upload/s--pwqzbJhw--/w_636%2Cq_65/fl_attachment/sgyhxvovagkqmlbo03j7.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--pwqzbJhw--/w_636%2Cq_65/fl_attachment/sgyhxvovagkqmlbo03j7.jpg', 'path': 'DEWALT DPG51 Radius Safety Glass.jpg', 'checksum': '833f66a69d7397ac5727835fb01fe80e', 'status': 'downloaded'}]"
You are the boss with the DEWALT Supervisor Safety Glass. The lightweight polycarbonate full frame paired with 100% visually correct plano lenses provide protection and comfort for a full day on the jobsite.,,,products-dewalt-dpg107-supervisor--premium-safety-eyewear,,,DEWALT DPG107 Supervisor Premium Safety Eyewear,"['dpg107-1d','dpg107-2d','dpg107-yd','dpg107-yc']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT DPG107 Supervisor Premium Safety Eyewear,https://images.salsify.com/image/upload/s--ioAgWKJY--/w_636%2Cq_65/fl_attachment/qjpleoxzybru1u84dsfr.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--ioAgWKJY--/w_636%2Cq_65/fl_attachment/qjpleoxzybru1u84dsfr.jpg', 'path': 'DEWALT DPG107 Supervisor Premium Safety Eyewear.jpg', 'checksum': '99587549974c06c47278893c4f029d33', 'status': 'downloaded'}]"
"The DEWALT DPG104 EXCAVATOR Safety Glass is designed with a lightweight, full frame. The self-adjusting, rubber nosepiece and dual mold rubber temple grips provide a comfortable, secure fit.",,,products-dewalt--dpg104-excavator--safety-glass,,,DEWALT DPG104 Excavator Safety Glass,"['dpg104-1d','dpg104-2d','dpg104-9d']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT DPG104 Excavator Safety Glass,https://images.salsify.com/image/upload/s--wxzQwVex--/w_636%2Cq_65/fl_attachment/ebxt0zz7f7yapde3izwh.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--wxzQwVex--/w_636%2Cq_65/fl_attachment/ebxt0zz7f7yapde3izwh.jpg', 'path': 'DEWALT DPG104 Excavator Safety Glass.jpg', 'checksum': 'f35b44084a294a2bdb49afb70332d638', 'status': 'downloaded'}]"
"The DEWALT DPG103 ROTEX Safety Glass is designed with an ultra, lightweight frame. The flexible temples feature soft, rubber grips for a comfortable, secure fit.",,,products-dewalt--dpg103-rotex--safety-glass,,,DEWALT DPG103 Rotex Safety Glass,"['dpg103-1d','dpg103-2d','dpg103-9d']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT DPG103 Rotex Safety Glass,https://images.salsify.com/image/upload/s--1yUi98zY--/w_636%2Cq_65/fl_attachment/xlzorpjwphrz9jevrqeg.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--1yUi98zY--/w_636%2Cq_65/fl_attachment/xlzorpjwphrz9jevrqeg.jpg', 'path': 'DEWALT DPG103 Rotex Safety Glass.jpg', 'checksum': '2d0082a4f442ad758f07e5afb75d4391', 'status': 'downloaded'}]"
The DEWALT AUGER Safety Glass provides excellent protection with its full wraparound design and stays in place with the no-slip temple grip.,,,products-dewalt-dpg101-auger--safety-glass,,,DEWALT DPG101 Auger Safety Glass,"['dpg101-6d','dpg101-9d','dpg101-1d','dpg101-2d']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT DPG101 Auger Safety Glass,https://images.salsify.com/image/upload/s--sBcUD6p1--/w_636%2Cq_65/fl_attachment/qjtbuu7wkkk11jhkwgbn.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--sBcUD6p1--/w_636%2Cq_65/fl_attachment/qjtbuu7wkkk11jhkwgbn.jpg', 'path': 'DEWALT DPG101 Auger Safety Glass.jpg', 'checksum': '2911e559d986e390a7f3c5220a24b44e', 'status': 'downloaded'}]"
"The DEWALT CROSSCUT Safety Glass provides an excellent fit with rubber no-slip temples and a soft comfortable nose piece, while maintaining excellent sight lines and side protection with the wide lenses.",,,products-dewalt-dpg100-crosscut--safety-glass,,,DEWALT DPG100 Crosscut Safety Glass,"['dpg100-1d','dpg100-2d','dpg100-9d']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT DPG100 Crosscut Safety Glass,https://images.salsify.com/image/upload/s--W2qS9BJq--/w_636%2Cq_65/fl_attachment/htyibwkaoy3e3e3qpptw.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--W2qS9BJq--/w_636%2Cq_65/fl_attachment/htyibwkaoy3e3e3qpptw.jpg', 'path': 'DEWALT DPG100 Crosscut Safety Glass.jpg', 'checksum': 'e8a46359d97ed41c458ccd6c2ca9b6b7', 'status': 'downloaded'}]"
The DEWALT Nylon Thermoform Case has a rigid design with zipper closure to protect eyewear when not in use. A hanging clip adds convenience.,,,products-dewalt-thermoform-zippered-eyewear-case,,,DEWALT Thermoform Zippered Eyewear Case,['dpg02-ntc'], WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,DEWALT Thermoform Zippered Eyewear Case,https://images.salsify.com/image/upload/s--IyrodGaB--/w_636%2Cq_65/fl_attachment/hzopuyruw5h0jotancib.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--IyrodGaB--/w_636%2Cq_65/fl_attachment/hzopuyruw5h0jotancib.jpg', 'path': 'DEWALT Thermoform Zippered Eyewear Case.jpg', 'checksum': 'd5ce8c7542393ab120fce5cf4f070fe4', 'status': 'downloaded'}]"
The Crossfire XCBR Safety Glass is among the top selling designs as it exhibits clean lines and is suitable for diverse applications.,,,products-crossfire-xcbr-premium-safety-eyewear,,,Crossfire XCBR Premium Safety Eyewear,"['15117','1524','1528','1541','15415','1583']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Crossfire XCBR Premium Safety Eyewear,https://images.salsify.com/image/upload/s--GaozWnoS--/w_636%2Cq_65/fl_attachment/vscchv3ej6jytrtkamc3.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--GaozWnoS--/w_636%2Cq_65/fl_attachment/vscchv3ej6jytrtkamc3.jpg', 'path': 'Crossfire XCBR Premium Safety Eyewear.jpg', 'checksum': '168aa88de14a251905b05494aa56c12d', 'status': 'downloaded'}]"
Description,Features,Keywords,Parent_sku,Sku,Specs,Title,Variations,Warning,file_urls,image_name,image_urls,images
Radians Basin Safety Glass has a lightweight design with adjustable temples for ultimate comfort. Resists impact with a single polycarbonate lens.,,,products-radians-basin--safety-eyewear,,,Radians Basin Safety Eyewear,"['ba1-11','ba1-20','ba1-21','ba1-90','ba1-10']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Basin Safety Eyewear,https://images.salsify.com/image/upload/s--HxJowqCi--/w_636%2Cq_65/fl_attachment/w621fk6smfjjax4ee07b.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--HxJowqCi--/w_636%2Cq_65/fl_attachment/w621fk6smfjjax4ee07b.jpg', 'path': 'Radians Basin Safety Eyewear.jpg', 'checksum': '952f5dc419e9b9c722a7536836a9b909', 'status': 'downloaded'}]"
"The Radians LPX IQuity Goggle Replacement Lens renews the LPX Goggle to 100% visual clarity and maximum anti-fog, anti-scratch, anti-smudge performance.",,,products-radians-lpx--iquity-goggle-replacement-lens,,,Radians LPX IQuity Goggle Replacement Lens,['lpgrl-13d'], WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians LPX IQuity Goggle Replacement Lens,https://images.salsify.com/image/upload/s--yfno6xEa--/w_636%2Cq_65/fl_attachment/xl8v8pqmdqi13hsf0rxf.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--yfno6xEa--/w_636%2Cq_65/fl_attachment/xl8v8pqmdqi13hsf0rxf.jpg', 'path': 'Radians LPX IQuity Goggle Replacement Lens.jpg', 'checksum': '663e6b847612a8e8359d7d9b1469201b', 'status': 'downloaded'}]"
"The Radians LPX IQuity Goggle provides superior anti-fog, anti-scratch, anti-smudge protection in a compact design. The dual mold frame and rubber gasket provide a comfortable seal for ANSI rated D3 liquid splash and D4 dust certification.",,,products-radians-lpx--iquity-goggle,,,Radians LPX IQuity Goggle,['lpg1-13d'], WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians LPX IQuity Goggle,https://images.salsify.com/image/upload/s--oQOFlPry--/w_636%2Cq_65/fl_attachment/x8pxeaw3zmkvxcevomwy.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--oQOFlPry--/w_636%2Cq_65/fl_attachment/x8pxeaw3zmkvxcevomwy.jpg', 'path': 'Radians LPX IQuity Goggle.jpg', 'checksum': '27b4a38e6bc28518b92bc3b4a0805ce7', 'status': 'downloaded'}]"
Radians Journey safety glasses provide excellent optics and coverage. Scratch resistant coating on all protective lenses.,,,products-radians-journey--camo-safety-eyewear,,,Radians Journey Camo Safety Eyewear,"['jr4h10id','jr4h20id']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Journey Camo Safety Eyewear,https://images.salsify.com/image/upload/s--XerpLuwx--/w_636%2Cq_65/fl_attachment/ulrr3nwdkbxmsmmrgoow.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--XerpLuwx--/w_636%2Cq_65/fl_attachment/ulrr3nwdkbxmsmmrgoow.jpg', 'path': 'Radians Journey Camo Safety Eyewear.jpg', 'checksum': '4f1ffbe66f56d12eb82b16ffb1b8595f', 'status': 'downloaded'}]"
Radians Journey safety glasses provide excellent optics and coverage. Scratch resistant coating on all protective lenses. Eyewear also available with Realtree Hardwoods camo pattern on the frame._x000D_,,,products-radians-journey--safety-eyewear,,,Radians Journey Safety Eyewear,"['jr0110id','jr0120id','jr0130id','jr0111id','jr0150id','jr0121id','jr0140id','jr0190id','jr0191id','jr01b0id']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Journey Safety Eyewear,https://images.salsify.com/image/upload/s--k2IriUaY--/w_636%2Cq_65/fl_attachment/tpf6felfgz6p66d6fawa.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--k2IriUaY--/w_636%2Cq_65/fl_attachment/tpf6felfgz6p66d6fawa.jpg', 'path': 'Radians Journey Safety Eyewear.jpg', 'checksum': 'e1503e6596118b67adf70090f4fbe2dd', 'status': 'downloaded'}]"
"The Radians Rad-Infinity safety glass is a sleek, sporty glass with lightweight flexible temples. Available in 3 frame colors and includes a neck cord.",,,products-radians-rad-infinity--safety-eyewear,,,Radians Rad-Infinity Safety Eyewear,"['in1-10','in2-70','in1-60','in6-gr','in1-20','in1-90']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Rad-Infinity Safety Eyewear,https://images.salsify.com/image/upload/s--Y_kF_JKS--/w_636%2Cq_65/fl_attachment/rb4ggzj9cgqidcwysp4h.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--Y_kF_JKS--/w_636%2Cq_65/fl_attachment/rb4ggzj9cgqidcwysp4h.jpg', 'path': 'Radians Rad-Infinity Safety Eyewear.jpg', 'checksum': '6c929064f25cd547540dc9bfb0ad20c2', 'status': 'downloaded'}]"
Radians Illusion safety glass has a wraparound single lens to provide an unobstructed field of vision.,,,products-radians-illusion--safety-eyewear,,,Radians Illusion Safety Eyewear,"['ll0010id','ll0920id','ll0990id']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Illusion Safety Eyewear,https://images.salsify.com/image/upload/s--70g84lLT--/w_636%2Cq_65/fl_attachment/vnywcnldg2pvschc91hy.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--70g84lLT--/w_636%2Cq_65/fl_attachment/vnywcnldg2pvschc91hy.jpg', 'path': 'Radians Illusion Safety Eyewear.jpg', 'checksum': 'e6c68879c8d43bac5ea0d7fd650adf78', 'status': 'downloaded'}]"
The Radians Galaxy safety glasses have a one piece lens design that offers integral side shields and adjustable temples for maximum safety and comfort.,,,products-radians-galaxy--safety-eyewear,,,Radians Galaxy Safety Eyewear,"['gx0120id','gx0110id','gx0111id','gx0121id','gx0510id','gx0511id']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Galaxy Safety Eyewear,https://images.salsify.com/image/upload/s--aRlsUjc---/w_636%2Cq_65/fl_attachment/olyusyfodgudxiixghra.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--aRlsUjc---/w_636%2Cq_65/fl_attachment/olyusyfodgudxiixghra.jpg', 'path': 'Radians Galaxy Safety Eyewear.jpg', 'checksum': 'ee88c2fdc72594acd04c1795f59beb73', 'status': 'downloaded'}]"
The Radians G4 safety glasses have a one piece lens design that offers integral side shields and extended brow guard protection for maximum safety. Available in regular and junior safety glass sizes.,,,products-radians-g4--junior-safety-eyewear,,,Radians G4 Junior Safety Eyewear,['g4j110id'], WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians G4 Junior Safety Eyewear,https://images.salsify.com/image/upload/s--XM6iRNCx--/w_636%2Cq_65/fl_attachment/awr79neujubzmgqrhwca.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--XM6iRNCx--/w_636%2Cq_65/fl_attachment/awr79neujubzmgqrhwca.jpg', 'path': 'Radians G4 Junior Safety Eyewear.jpg', 'checksum': '3a08122206a439c7147e81c9fcb64138', 'status': 'downloaded'}]"
The Radians G4 safety glasses have a one piece lens design that offers integral side shields and extended brow guard protection for maximum safety. Available in regular and junior safety glass sizes.,,,products-radians-g4--safety-eyewear,,,Radians G4 Safety Eyewear,"['g40110id','g40120id']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians G4 Safety Eyewear,https://images.salsify.com/image/upload/s--9jaKbIhF--/w_636%2Cq_65/fl_attachment/ng5ixoxk4fjafsly3kwl.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--9jaKbIhF--/w_636%2Cq_65/fl_attachment/ng5ixoxk4fjafsly3kwl.jpg', 'path': 'Radians G4 Safety Eyewear.jpg', 'checksum': '3387b3b5ed60c60edc52e136b4fa004d', 'status': 'downloaded'}]"
"Radians Extremis Safety Glass is sleek, modern and stylish, yet integrates the compliance and comfort elements end users demand from a safety glass.",,,products-radians-extremis--safety-eyewear,,,Radians Extremis Safety Eyewear,"['xt1-11','xt1-21','xt1-61','xt1-91']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Extremis Safety Eyewear,https://images.salsify.com/image/upload/s--a8ETs4qh--/w_636%2Cq_65/fl_attachment/fdsskkxlrafjzwp1c6a1.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--a8ETs4qh--/w_636%2Cq_65/fl_attachment/fdsskkxlrafjzwp1c6a1.jpg', 'path': 'Radians Extremis Safety Eyewear.jpg', 'checksum': 'd65a1e23caf55b593845195a783b1ce2', 'status': 'downloaded'}]"
Radians offers a variety of cases available to provide additional protection and portability to your safety glasses.,,,products-eyewear-cases,,,Radians Eyewear Cases,"['ex5002','ex5003','case-hard','ex5001']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Eyewear Cases,https://images.salsify.com/image/upload/s--pPaCbKqc--/w_636%2Cq_65/fl_attachment/afxjp3xh1mxphycqmtsh.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--pPaCbKqc--/w_636%2Cq_65/fl_attachment/afxjp3xh1mxphycqmtsh.jpg', 'path': 'Radians Eyewear Cases.jpg', 'checksum': '4b17d10da0f344f81d63e3eb67ca9727', 'status': 'downloaded'}]"
Radians offers a variety of cases available to provide additional protection and portability to your safety glasses.,,,products-eyewear-cases,,,Radians Retail Eyewear Cases,"['case-hard','ex5001']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Retail Eyewear Cases,https://images.salsify.com/image/upload/s--FEQNE9Z6--/w_636%2Cq_65/fl_attachment/mscjfxk6vxtmnjpw7t8n.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--FEQNE9Z6--/w_636%2Cq_65/fl_attachment/mscjfxk6vxtmnjpw7t8n.jpg', 'path': 'Radians Retail Eyewear Cases.jpg', 'checksum': '435352d3168c2bef9c9cbfa83d1335e4', 'status': 'downloaded'}]"
Radians new IQuity Anti-Fog Coating is a breakthrough technology that provides one of the most superior and long-lasting anti-fog coatings in the marketplace at a competitive price. It is both EN166K and N compliant. The water-based coating lasts much longer because the anti-fog and anti-scratch properties are built into the lens for long-term wear and durability.,,,products-radians-dagger--iq---iquity--anti-fog-safety-goggle-replacement-lens,,,Radians Dagger IQ - IQUITY Anti-Fog Safety Goggle Replacement Lens,"['dgrl-23','dgrl-13']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Dagger IQ - IQUITY Anti-Fog Safety Goggle Replacement Lens,https://images.salsify.com/image/upload/s--zm2dPDfs--/w_636%2Cq_65/fl_attachment/wmdxdihhyy6ouwcz5ylc.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--zm2dPDfs--/w_636%2Cq_65/fl_attachment/wmdxdihhyy6ouwcz5ylc.jpg', 'path': 'Radians Dagger IQ - IQUITY Anti-Fog Safety Goggle Replacement Lens.jpg', 'checksum': 'c0272d771807a152db522105b03d8a17', 'status': 'downloaded'}]"
Radians Dagger foam lined safety goggle has snap-in temples which allow interchanging from ratcheting and telescoping temples to adjustable head strap.,,,products-radians-dagger--safety-goggle-replacement-lens,,,Radians Dagger Safety Goggle Replacement Lens,"['dgrl-11','dgrl-21','dgrl-91']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Dagger Safety Goggle Replacement Lens,https://images.salsify.com/image/upload/s--RfM-nbcM--/w_636%2Cq_65/fl_attachment/tqoj9udmycicycht5imz.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--RfM-nbcM--/w_636%2Cq_65/fl_attachment/tqoj9udmycicycht5imz.jpg', 'path': 'Radians Dagger Safety Goggle Replacement Lens.jpg', 'checksum': '8176eefe6625ada592b364b33f9968d3', 'status': 'downloaded'}]"
"IQUITY - A PREMIUM COATING THAT PERFORMS BEYOND EXPECTATION. Every once in a while, a revolutionary innovation comes along that really makes a difference in how you see things. Radians new IQuity Anti-Fog Coating is a breakthrough technology that provides one of the most superior and long-lasting anti-fog coatings in the marketplace at a competitive price. It is both EN166K and N compliant. The water-based coating lasts much longer because the anti-fog and anti-scratch properties are built into the lens for long-term wear and durability. Radians Dagger IQ foam lined safety goggle has snap-in temples which allow interchanging from ratcheting and telescoping temples to adjustable head strap.",,,products-radians-dagger--iq---iquity--anti-fog-foam-lined-safety-goggle,,,Radians Dagger IQ - IQUITY Anti-Fog Foam Lined Safety Goggle,"['dg1-13','dg1-23']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Dagger IQ - IQUITY Anti-Fog Foam Lined Safety Goggle,https://images.salsify.com/image/upload/s--wAjR4aXp--/w_636%2Cq_65/fl_attachment/y2wte4zilxo9bxj7uhuy.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--wAjR4aXp--/w_636%2Cq_65/fl_attachment/y2wte4zilxo9bxj7uhuy.jpg', 'path': 'Radians Dagger IQ - IQUITY Anti-Fog Foam Lined Safety Goggle.jpg', 'checksum': 'e3458f336bdb8479d9a55b33206eee66', 'status': 'downloaded'}]"
Radians Dagger foam lined safety goggle has snap-in temples which allow interchanging from ratcheting and telescoping temples to adjustable head strap.,,,products-radians-dagger--foam-lined-safety-goggle,,,Radians Dagger Foam Lined Safety Goggle,"['dg1-11','dg1-21','dg1-91']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Dagger Foam Lined Safety Goggle,https://images.salsify.com/image/upload/s--v7VGdgjY--/w_636%2Cq_65/fl_attachment/p8vcci1tx4pcmmxlgmuz.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--v7VGdgjY--/w_636%2Cq_65/fl_attachment/p8vcci1tx4pcmmxlgmuz.jpg', 'path': 'Radians Dagger Foam Lined Safety Goggle.jpg', 'checksum': '449da3d2f662cd66d5820358a1044b53', 'status': 'downloaded'}]"
Radians Cuatro 4-in-1 Foam Lined Bi-Focal Safety Eyewear has interchangeable head strap and temples. Use with or without closed cell foam insert which protects against airborne dust and debris. Magnification diopter is molded into lens.,,,products-radians-cuatro--4-in-1-foam-lined-bi-focal,,,Radians Cuatro 4-in-1 Foam Lined Bi-Focal,"['ctb1-115','ctb1-120','ctb1-125']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Cuatro 4-in-1 Foam Lined Bi-Focal,https://images.salsify.com/image/upload/s--YWnD66Qe--/w_636%2Cq_65/fl_attachment/eplpaqfzejttisgr3brg.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--YWnD66Qe--/w_636%2Cq_65/fl_attachment/eplpaqfzejttisgr3brg.jpg', 'path': 'Radians Cuatro 4-in-1 Foam Lined Bi-Focal.jpg', 'checksum': '9e0422fff5cb7b50b9342a1475159444', 'status': 'downloaded'}]"
Radians Cuatro 4-in-1 Foam Lined Safety Eyewear has interchangeable head strap and temples. Use with or without closed cell foam insert which protects against airborne dust and debris.,,,products-radians-cuatro--4-in-1-foam-lined-eyewear,,,Radians Cuatro 4-in-1 Foam Lined Eyewear,"['ct1-21','ct1-11','ct1-91']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Cuatro 4-in-1 Foam Lined Eyewear,https://images.salsify.com/image/upload/s--g3DDeUOk--/w_636%2Cq_65/fl_attachment/txoylexlsgjndkxchfal.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--g3DDeUOk--/w_636%2Cq_65/fl_attachment/txoylexlsgjndkxchfal.jpg', 'path': 'Radians Cuatro 4-in-1 Foam Lined Eyewear.jpg', 'checksum': '459e7ae95fb5b54576104880f4649225', 'status': 'downloaded'}]"
"Radians Chaos Safety Eyewear is a sleek, lightweight full frame safety glass featuring bayonet style temples with rubber tips for added eyewear comfort.",,,products-radians-chaos--safety-eyewear,,,Radians Chaos Safety Eyewear,"['cs1-20','cs1-60','cs1-10']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Chaos Safety Eyewear,https://images.salsify.com/image/upload/s--oHFQCdX---/w_636%2Cq_65/fl_attachment/vfie42lr5rgvc8o65mss.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--oHFQCdX---/w_636%2Cq_65/fl_attachment/vfie42lr5rgvc8o65mss.jpg', 'path': 'Radians Chaos Safety Eyewear.jpg', 'checksum': '6868dfca7fd46fde75f0d8f9cff9157d', 'status': 'downloaded'}]"
Radians Cheaters Bi-Focal safety glass combines protective safety glasses with reading glasses. Adjustable vision protection for all day comfort.,,,products-radians-cheaters--bi-focal-eyewear,,,Radians Cheaters Bi-Focal Eyewear,"['ch1-120','ch1-125','ch1-220','ch1-925','ch1-215','ch1-225','ch1-920','ch1-110','ch1-115','ch1-130','ch1-915']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Cheaters Bi-Focal Eyewear,https://images.salsify.com/image/upload/s--9VJrTWVi--/w_636%2Cq_65/fl_attachment/sdgf9bdjv8fuyszuovp4.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--9VJrTWVi--/w_636%2Cq_65/fl_attachment/sdgf9bdjv8fuyszuovp4.jpg', 'path': 'Radians Cheaters Bi-Focal Eyewear.jpg', 'checksum': '69af74c05af0194b601e6603ea42a906', 'status': 'downloaded'}]"
"The Cobalt is a lightweight, impact resistant design which offers an extremely comfortable fit. Radians Cobalt is also available with a polarized lens.",,,products-radians-cobalt--safety-eyewear,,,Radians Cobalt Safety Eyewear,"['cb0110id','cb0120id','cb01p0id']", WARNING: Cancer and reproductive harm. California residents click here: https://www.radians.com/prop-65-warning,,Radians Cobalt Safety Eyewear,https://images.salsify.com/image/upload/s--m8Gt9eOd--/w_636%2Cq_65/fl_attachment/vnm3gdqphrpdmn1hq8ne.jpg,"[{'url': 'https://images.salsify.com/image/upload/s--m8Gt9eOd--/w_636%2Cq_65/fl_attachment/vnm3gdqphrpdmn1hq8ne.jpg', 'path': 'Radians Cobalt Safety Eyewear.jpg', 'checksum': 'eced554a97c001959c960d8fd41dc433', 'status': 'downloaded'}]"
